,filename,width,height,xmin,ymin,xmax,ymax,class
3490,20210505_165907_frame_11470.jpg,1280,720,1037,261,1280,421,car
3793,20210505_165907_frame_18010.jpg,1280,720,659,297,774,413,car
2160,20210501_160847_frame_350.jpg,1280,720,910,353,1032,442,motorcycle
4720,20210505_173347_frame_12800.jpg,1280,720,617,303,691,359,car
4861,20210505_173347_frame_13520.jpg,1280,720,617,312,713,391,car
2858,20210503_153255_frame_23070.jpg,1280,720,925,417,1029,524,other vehicles
221,20210501_150607_frame_11900.jpg,1280,720,410,280,605,439,car
402,20210501_150607_frame_13360.jpg,1280,720,859,0,1280,650,car
4660,20210505_173347_frame_12580.jpg,1280,720,689,318,771,379,car
567,20210501_150607_frame_3160.jpg,1280,720,530,305,642,356,car
3271,20210503_154550_frame_6550.jpg,1280,720,986,423,1246,672,motorcycle
2124,20210501_160847_frame_3030.jpg,1280,720,652,338,741,402,car
4459,20210505_173347_frame_1080.jpg,1280,720,701,330,734,383,motorcycle
386,20210501_150607_frame_13300.jpg,1280,720,917,308,1037,405,car
2527,20210501_162114_frame_13170.jpg,1280,720,826,351,994,500,motorcycle
4430,20210505_173347_frame_1010.jpg,1280,720,586,341,633,386,motorcycle
799,20210501_150607_frame_4710.jpg,1280,720,674,273,756,467,person
5574,20210505_173347_frame_1810.jpg,1280,720,654,358,727,473,motorcycle
5674,20210505_173347_frame_250.jpg,1280,720,606,383,683,487,motorcycle
6602,VID_20210429_144011_frame_48980.jpg,1280,720,769,347,816,426,motorcycle
6499,VID_20210429_144011_frame_38720.jpg,1280,720,464,334,525,443,motorcycle
324,20210501_150607_frame_13000.jpg,1280,720,570,317,606,348,car
4382,20210505_171959_frame_8790.jpg,1280,720,786,291,864,377,car
4411,20210505_171959_frame_9930.jpg,1280,720,1120,263,1190,470,person
2826,20210503_153255_frame_21790.jpg,1280,720,426,374,580,522,other vehicles
6596,VID_20210429_144011_frame_48920.jpg,1280,720,700,357,745,430,motorcycle
2074,20210501_160847_frame_2530.jpg,1280,720,328,352,436,432,car
2644,20210503_152226_frame_150.jpg,1280,720,348,276,475,613,person
1218,20210501_150607_frame_8710.jpg,1280,720,715,295,797,369,car
5435,20210505_173347_frame_1700.jpg,1280,720,972,326,1055,446,motorcycle
6055,VID_20210429_144011_frame_1230.jpg,1280,720,874,303,955,363,car
614,20210501_150607_frame_4090.jpg,1280,720,734,272,941,443,car
688,20210501_150607_frame_4390.jpg,1280,720,755,283,801,396,person
2675,20210503_152226_frame_1970.jpg,1280,720,621,367,693,422,car
269,20210501_150607_frame_12010.jpg,1280,720,174,273,387,422,car
4252,20210505_171959_frame_4070.jpg,1280,720,844,329,901,413,motorcycle
4849,20210505_173347_frame_13460.jpg,1280,720,580,317,681,405,car
926,20210501_150607_frame_4930.jpg,1280,720,596,322,671,427,motorcycle
2258,20210501_160847_frame_4720.jpg,1280,720,542,338,612,391,car
6892,VID_20210429_160703_frame_2100.jpg,1280,720,1128,350,1261,624,person
235,20210501_150607_frame_11940.jpg,1280,720,275,265,551,493,car
32,20210501_150607_frame_10520.jpg,1280,720,711,315,757,354,car
1912,20210501_160847_frame_2000.jpg,1280,720,699,204,1046,490,car
3505,20210505_165907_frame_12030.jpg,1280,720,898,252,1280,576,car
1281,20210501_154025_frame_120.jpg,1280,720,576,345,997,605,motorcycle
3282,20210503_154550_frame_6800.jpg,1280,720,648,372,673,415,motorcycle
5367,20210505_173347_frame_1660.jpg,1280,720,666,291,793,503,person
761,20210501_150607_frame_4570.jpg,1280,720,945,339,972,382,motorcycle
1850,20210501_160847_frame_1680.jpg,1280,720,496,322,632,446,car
1855,20210501_160847_frame_170.jpg,1280,720,693,341,776,398,car
715,20210501_150607_frame_4440.jpg,1280,720,713,309,733,341,person
207,20210501_150607_frame_11860.jpg,1280,720,944,246,1280,604,car
5064,20210505_173347_frame_14500.jpg,1280,720,583,317,701,426,car
7103,VID_20210502_174603_frame_6150.jpg,1280,720,108,340,316,508,motorcycle
1492,20210501_154632_frame_120.jpg,1280,720,1089,277,1225,409,car
2389,20210501_160847_frame_6350.jpg,1280,720,789,223,1280,663,car
2400,20210501_161529_frame_2550.jpg,1280,720,0,401,251,561,car
3426,20210505_165907_frame_10800.jpg,1280,720,596,276,680,472,person
5752,20210505_173347_frame_7310.jpg,1280,720,246,335,370,532,person
383,20210501_150607_frame_13290.jpg,1280,720,1038,324,1074,391,person
6363,VID_20210429_144011_frame_18900.jpg,1280,720,564,278,677,425,car
3728,20210505_165907_frame_17480.jpg,1280,720,655,299,749,397,car
3330,20210503_154550_frame_80.jpg,1280,720,959,403,1117,584,motorcycle
6730,VID_20210429_155708_frame_6650.jpg,1280,720,959,298,1051,427,motorcycle
5928,VID_20210429_120705_frame_4780.jpg,1920,1080,0,3,712,665,car
6538,VID_20210429_144011_frame_44240.jpg,1280,720,514,276,669,466,car
2202,20210501_160847_frame_4050.jpg,1280,720,1086,280,1127,460,person
5259,20210505_173347_frame_15450.jpg,1280,720,513,332,589,397,car
1665,20210501_154632_frame_1700.jpg,1280,720,527,287,618,387,car
6105,VID_20210429_144011_frame_13570.jpg,1280,720,613,328,686,410,car
1463,20210501_154632_frame_1080.jpg,1280,720,631,313,675,352,car
6893,VID_20210429_160703_frame_2100.jpg,1280,720,958,376,1019,519,motorcycle
3512,20210505_165907_frame_12080.jpg,1280,720,637,337,667,395,motorcycle
1400,20210501_154025_frame_3830.jpg,1280,720,1033,334,1092,407,motorcycle
5002,20210505_173347_frame_14100.jpg,1280,720,622,330,705,393,car
6501,VID_20210429_144011_frame_38740.jpg,1280,720,482,363,542,454,motorcycle
6206,VID_20210429_144011_frame_16210.jpg,1280,720,850,370,926,492,motorcycle
957,20210501_150607_frame_5000.jpg,1280,720,919,307,965,412,person
2898,20210503_153255_frame_440.jpg,1280,720,901,438,1023,625,other vehicles
6542,VID_20210429_144011_frame_44260.jpg,1280,720,508,273,656,466,car
4804,20210505_173347_frame_13210.jpg,1280,720,591,315,674,389,car
1597,20210501_154632_frame_1500.jpg,1280,720,130,280,293,432,other vehicles
4538,20210505_173347_frame_11910.jpg,1280,720,590,319,683,398,car
429,20210501_150607_frame_13460.jpg,1280,720,936,306,1169,455,car
1440,20210501_154632_frame_1020.jpg,1280,720,775,254,921,402,car
2205,20210501_160847_frame_4100.jpg,1280,720,815,312,1185,526,car
1838,20210501_160847_frame_1330.jpg,1280,720,625,333,719,374,car
5917,VID_20210429_120705_frame_470.jpg,1920,1080,1047,324,1313,688,motorcycle
1307,20210501_154025_frame_1630.jpg,1280,720,841,335,864,369,motorcycle
286,20210501_150607_frame_12060.jpg,1280,720,855,300,885,383,person
6352,VID_20210429_144011_frame_18840.jpg,1280,720,619,315,708,406,car
4884,20210505_173347_frame_13640.jpg,1280,720,833,327,867,388,motorcycle
6093,VID_20210429_144011_frame_13460.jpg,1280,720,704,296,934,494,car
1397,20210501_154025_frame_380.jpg,1280,720,413,320,554,501,motorcycle
3317,20210503_154550_frame_730.jpg,1280,720,1036,483,1280,677,motorcycle
1981,20210501_160847_frame_2240.jpg,1280,720,525,335,584,395,car
3977,20210505_165907_frame_21990.jpg,1280,720,421,358,504,506,motorcycle
7192,VID_20210510_171657_frame_8810.jpg,1280,720,379,273,436,420,person
6953,VID_20210502_174603_frame_11390.jpg,1280,720,670,264,752,473,person
5760,20210505_173347_frame_7420.jpg,1280,720,507,347,629,424,motorcycle
2236,20210501_160847_frame_4650.jpg,1280,720,1021,364,1229,666,person
6565,VID_20210429_144011_frame_44780.jpg,1280,720,620,297,673,368,car
1824,20210501_154632_frame_7910.jpg,1280,720,657,314,719,365,car
2485,20210501_162114_frame_10800.jpg,1280,720,800,352,938,434,car
3865,20210505_165907_frame_18620.jpg,1280,720,668,299,759,387,car
5022,20210505_173347_frame_14240.jpg,1280,720,658,324,743,396,car
1300,20210501_154025_frame_150.jpg,1280,720,571,340,986,608,motorcycle
3622,20210505_165907_frame_16860.jpg,1280,720,432,311,478,408,person
3379,20210505_165907_frame_10020.jpg,1280,720,629,276,686,425,person
1051,20210501_150607_frame_5580.jpg,1280,720,806,324,831,379,motorcycle
3526,20210505_165907_frame_12130.jpg,1280,720,473,327,536,422,motorcycle
1584,20210501_154632_frame_1480.jpg,1280,720,619,306,672,356,car
6146,VID_20210429_144011_frame_13860.jpg,1280,720,1075,322,1169,405,car
7236,VID_20210510_171657_frame_9920.jpg,1280,720,1004,246,1104,560,person
2331,20210501_160847_frame_5370.jpg,1280,720,703,353,725,389,motorcycle
7046,VID_20210502_174603_frame_2670.jpg,1280,720,789,199,880,493,person
3048,20210503_154550_frame_1390.jpg,1280,720,360,387,379,414,motorcycle
1264,20210501_150607_frame_9780.jpg,1280,720,786,206,1022,433,car
4568,20210505_173347_frame_12050.jpg,1280,720,788,279,851,370,car
4049,20210505_165907_frame_23940.jpg,1280,720,553,303,583,360,motorcycle
961,20210501_150607_frame_5010.jpg,1280,720,823,331,859,397,motorcycle
2848,20210503_153255_frame_22850.jpg,1280,720,910,398,1009,544,motorcycle
1243,20210501_150607_frame_9210.jpg,1280,720,533,304,561,387,person
5532,20210505_173347_frame_1780.jpg,1280,720,679,310,777,394,car
13,20210501_150607_frame_10100.jpg,1280,720,862,296,898,365,person
3536,20210505_165907_frame_12160.jpg,1280,720,492,328,549,452,motorcycle
6328,VID_20210429_144011_frame_18490.jpg,1280,720,824,337,887,480,motorcycle
6057,VID_20210429_144011_frame_1250.jpg,1280,720,860,293,951,369,car
6927,VID_20210430_155115_frame_7150.jpg,1280,720,921,290,974,406,person
186,20210501_150607_frame_1180.jpg,1280,720,1056,274,1276,420,car
1367,20210501_154025_frame_2740.jpg,1280,720,1063,181,1280,668,car
3117,20210503_154550_frame_2960.jpg,1280,720,722,242,1055,509,car
2713,20210503_152226_frame_4340.jpg,1280,720,607,359,665,411,car
4377,20210505_171959_frame_8750.jpg,1280,720,755,313,805,360,car
519,20210501_150607_frame_1780.jpg,1280,720,801,285,935,413,car
3314,20210503_154550_frame_720.jpg,1280,720,770,430,854,537,motorcycle
3674,20210505_165907_frame_17060.jpg,1280,720,435,317,479,418,person
2394,20210501_160847_frame_6580.jpg,1280,720,518,348,554,401,motorcycle
2189,20210501_160847_frame_3870.jpg,1280,720,613,342,658,380,car
7066,VID_20210502_174603_frame_6020.jpg,1280,720,825,131,968,511,person
4253,20210505_171959_frame_4080.jpg,1280,720,940,343,1042,479,motorcycle
30,20210501_150607_frame_10510.jpg,1280,720,621,304,663,345,car
1310,20210501_154025_frame_1640.jpg,1280,720,297,311,340,437,person
2666,20210503_152226_frame_16230.jpg,1280,720,425,377,507,597,other vehicles
6098,VID_20210429_144011_frame_13500.jpg,1280,720,644,318,772,444,car
5046,20210505_173347_frame_1440.jpg,1280,720,1013,351,1071,426,motorcycle
4027,20210505_165907_frame_23800.jpg,1280,720,678,337,705,382,motorcycle
2131,20210501_160847_frame_310.jpg,1280,720,607,348,645,380,car
4274,20210505_171959_frame_510.jpg,1280,720,636,330,690,425,motorcycle
343,20210501_150607_frame_13100.jpg,1280,720,742,310,783,354,car
2862,20210503_153255_frame_23150.jpg,1280,720,398,364,460,529,person
2248,20210501_160847_frame_4690.jpg,1280,720,891,2,1280,540,car
2047,20210501_160847_frame_2470.jpg,1280,720,785,300,955,428,car
4995,20210505_173347_frame_14070.jpg,1280,720,624,317,709,388,car
5476,20210505_173347_frame_1740.jpg,1280,720,976,245,1145,491,person
862,20210501_150607_frame_4830.jpg,1280,720,745,309,837,385,car
5070,20210505_173347_frame_14560.jpg,1280,720,306,331,518,503,car
5378,20210505_173347_frame_16610.jpg,1280,720,843,324,875,384,motorcycle
6012,VID_20210429_144011_frame_11550.jpg,1280,720,781,369,837,465,other vehicles
3701,20210505_165907_frame_17220.jpg,1280,720,678,309,755,392,car
4952,20210505_173347_frame_13910.jpg,1280,720,609,329,690,388,car
6576,VID_20210429_144011_frame_46630.jpg,1280,720,406,346,489,426,car
3895,20210505_165907_frame_18830.jpg,1280,720,685,303,743,365,car
2422,20210501_161529_frame_270.jpg,1280,720,949,358,1037,404,motorcycle
363,20210501_150607_frame_13200.jpg,1280,720,842,314,907,376,car
2338,20210501_160847_frame_5410.jpg,1280,720,697,312,883,463,car
6181,VID_20210429_144011_frame_1470.jpg,1280,720,1098,251,1280,432,car
4805,20210505_173347_frame_13220.jpg,1280,720,587,319,678,392,car
6963,VID_20210502_174603_frame_1190.jpg,1280,720,869,222,1280,558,car
5142,20210505_173347_frame_14970.jpg,1280,720,868,320,980,382,motorcycle
2648,20210503_152226_frame_15080.jpg,1280,720,893,394,987,524,motorcycle
564,20210501_150607_frame_3130.jpg,1280,720,579,320,667,359,car
7226,VID_20210510_171657_frame_9830.jpg,1280,720,497,331,581,454,motorcycle
2055,20210501_160847_frame_2480.jpg,1280,720,391,332,427,446,person
3675,20210505_165907_frame_17060.jpg,1280,720,533,332,594,424,motorcycle
3113,20210503_154550_frame_2920.jpg,1280,720,650,324,729,397,car
7003,VID_20210502_174603_frame_2260.jpg,1280,720,314,235,508,409,car
179,20210501_150607_frame_11780.jpg,1280,720,559,295,665,389,car
7155,VID_20210510_171657_frame_4680.jpg,1280,720,363,294,472,375,car
6964,VID_20210502_174603_frame_1190.jpg,1280,720,398,215,535,472,person
112,20210501_150607_frame_11450.jpg,1280,720,592,303,625,333,car
6133,VID_20210429_144011_frame_13730.jpg,1280,720,865,256,1274,560,car
3457,20210505_165907_frame_11330.jpg,1280,720,793,324,811,358,motorcycle
1232,20210501_150607_frame_8780.jpg,1280,720,911,321,970,424,motorcycle
5066,20210505_173347_frame_14520.jpg,1280,720,533,320,675,449,car
91,20210501_150607_frame_11220.jpg,1280,720,1028,274,1118,454,person
1685,20210501_154632_frame_1740.jpg,1280,720,479,285,610,413,car
1765,20210501_154632_frame_190.jpg,1280,720,136,314,207,500,person
6282,VID_20210429_144011_frame_17720.jpg,1280,720,837,359,973,550,motorcycle
4933,20210505_173347_frame_13860.jpg,1280,720,639,320,721,377,car
2470,20210501_162114_frame_10730.jpg,1280,720,949,341,1015,406,motorcycle
3218,20210503_154550_frame_4560.jpg,1280,720,269,376,372,449,motorcycle
1633,20210501_154632_frame_1620.jpg,1280,720,585,301,650,374,car
6072,VID_20210429_144011_frame_12720.jpg,1280,720,865,308,926,446,person
2037,20210501_160847_frame_2440.jpg,1280,720,1,368,153,510,other vehicles
5593,20210505_173347_frame_1830.jpg,1280,720,517,291,647,505,person
3292,20210503_154550_frame_6840.jpg,1280,720,576,371,610,435,motorcycle
726,20210501_150607_frame_4470.jpg,1280,720,892,292,1118,425,car
5219,20210505_173347_frame_15210.jpg,1280,720,853,118,1174,302,car
289,20210501_150607_frame_12070.jpg,1280,720,967,298,1023,402,person
5501,20210505_173347_frame_1750.jpg,1280,720,250,324,331,576,person
1351,20210501_154025_frame_240.jpg,1280,720,770,323,1100,604,motorcycle
6941,VID_20210502_174603_frame_11130.jpg,1280,720,161,257,211,397,person
459,20210501_150607_frame_13670.jpg,1280,720,631,297,664,340,car
2226,20210501_160847_frame_4620.jpg,1280,720,421,312,503,388,car
2832,20210503_153255_frame_22100.jpg,1280,720,88,313,439,581,car
1376,20210501_154025_frame_310.jpg,1280,720,401,308,559,495,motorcycle
4040,20210505_165907_frame_23890.jpg,1280,720,708,319,743,393,motorcycle
3894,20210505_165907_frame_18820.jpg,1280,720,682,303,741,362,car
2298,20210501_160847_frame_4820.jpg,1280,720,1044,380,1122,478,person
165,20210501_150607_frame_11730.jpg,1280,720,63,241,266,430,car
3189,20210503_154550_frame_4260.jpg,1280,720,499,337,560,390,car
5374,20210505_173347_frame_1660.jpg,1280,720,859,322,908,389,person
3101,20210503_154550_frame_2450.jpg,1280,720,282,397,369,519,motorcycle
3804,20210505_165907_frame_18120.jpg,1280,720,631,289,745,404,car
5155,20210505_173347_frame_150.jpg,1280,720,572,344,618,416,motorcycle
6718,VID_20210429_155708_frame_6620.jpg,1280,720,371,270,477,377,car
4619,20210505_173347_frame_12340.jpg,1280,720,633,318,708,392,car
2693,20210503_152226_frame_3740.jpg,1280,720,354,383,398,479,person
2116,20210501_160847_frame_2970.jpg,1280,720,836,307,896,462,person
4807,20210505_173347_frame_13240.jpg,1280,720,721,313,743,355,motorcycle
3303,20210503_154550_frame_6900.jpg,1280,720,594,377,615,424,motorcycle
4862,20210505_173347_frame_13530.jpg,1280,720,618,316,714,393,car
6673,VID_20210429_144011_frame_55300.jpg,1280,720,936,228,1280,578,car
539,20210501_150607_frame_2640.jpg,1280,720,815,292,915,369,car
1787,20210501_154632_frame_5280.jpg,1280,720,613,273,753,434,car
2571,20210501_162114_frame_1440.jpg,1280,720,887,357,1006,512,motorcycle
2076,20210501_160847_frame_2550.jpg,1280,720,208,345,378,453,car
5506,20210505_173347_frame_1760.jpg,1280,720,699,343,747,430,motorcycle
4385,20210505_171959_frame_8810.jpg,1280,720,829,299,948,401,car
3757,20210505_165907_frame_17710.jpg,1280,720,629,290,756,420,car
5454,20210505_173347_frame_1720.jpg,1280,720,614,304,708,416,car
359,20210501_150607_frame_13180.jpg,1280,720,802,314,870,366,car
5784,VID_20210429_120705_frame_10.jpg,1920,1080,1309,214,1515,628,person
49,20210501_150607_frame_10580.jpg,1280,720,203,288,375,358,car
1531,20210501_154632_frame_1330.jpg,1280,720,927,292,1102,410,car
2545,20210501_162114_frame_13920.jpg,1280,720,954,307,1008,495,person
1438,20210501_154632_frame_1010.jpg,1280,720,0,267,176,384,car
55,20210501_150607_frame_10600.jpg,1280,720,559,304,617,359,car
4945,20210505_173347_frame_1390.jpg,1280,720,1150,283,1208,471,person
5624,20210505_173347_frame_1860.jpg,1280,720,594,319,712,509,motorcycle
7234,VID_20210510_171657_frame_9910.jpg,1280,720,757,267,819,434,person
2818,20210503_153255_frame_21390.jpg,1280,720,873,385,960,511,motorcycle
4279,20210505_171959_frame_5490.jpg,1280,720,915,328,965,420,motorcycle
5481,20210505_173347_frame_1740.jpg,1280,720,688,352,760,439,motorcycle
836,20210501_150607_frame_4780.jpg,1280,720,431,297,537,387,car
2715,20210503_152226_frame_4360.jpg,1280,720,612,363,685,422,car
2893,20210503_153255_frame_420.jpg,1280,720,824,372,872,469,person
2669,20210503_152226_frame_16240.jpg,1280,720,394,407,497,607,other vehicles
3529,20210505_165907_frame_12140.jpg,1280,720,553,344,613,434,motorcycle
3782,20210505_165907_frame_17910.jpg,1280,720,645,303,779,443,car
4308,20210505_171959_frame_5830.jpg,1280,720,1032,359,1193,540,motorcycle
3123,20210503_154550_frame_3010.jpg,1280,720,937,371,1027,455,motorcycle
6610,VID_20210429_144011_frame_49060.jpg,1280,720,784,295,844,364,car
5626,20210505_173347_frame_1860.jpg,1280,720,831,339,887,426,motorcycle
6406,VID_20210429_144011_frame_20.jpg,1280,720,802,204,894,590,person
51,20210501_150607_frame_10590.jpg,1280,720,830,298,1086,465,car
6743,VID_20210429_155708_frame_670.jpg,1280,720,415,331,479,378,car
5803,VID_20210429_120705_frame_1230.jpg,1920,1080,801,204,885,401,person
7032,VID_20210502_174603_frame_2530.jpg,1280,720,882,215,959,447,person
2568,20210501_162114_frame_1430.jpg,1280,720,811,356,897,467,motorcycle
3647,20210505_165907_frame_16920.jpg,1280,720,820,333,854,386,motorcycle
2088,20210501_160847_frame_270.jpg,1280,720,595,342,625,372,car
6424,VID_20210429_144011_frame_20470.jpg,1280,720,568,322,622,398,car
6195,VID_20210429_144011_frame_15070.jpg,1280,720,1020,257,1279,457,car
6577,VID_20210429_144011_frame_46630.jpg,1280,720,614,344,630,359,car
1035,20210501_150607_frame_5480.jpg,1280,720,35,289,163,345,car
4825,20210505_173347_frame_13300.jpg,1280,720,568,320,656,394,car
318,20210501_150607_frame_12370.jpg,1280,720,687,302,718,340,car
955,20210501_150607_frame_50.jpg,1280,720,932,290,1279,523,car
1552,20210501_154632_frame_1390.jpg,1280,720,610,310,658,357,car
5473,20210505_173347_frame_1730.jpg,1280,720,436,366,566,581,motorcycle
6336,VID_20210429_144011_frame_18740.jpg,1280,720,652,327,712,376,car
5263,20210505_173347_frame_15490.jpg,1280,720,443,322,545,418,car
6734,VID_20210429_155708_frame_6670.jpg,1280,720,405,292,477,356,car
2373,20210501_160847_frame_5860.jpg,1280,720,770,326,877,419,car
5393,20210505_173347_frame_1670.jpg,1280,720,875,330,917,397,motorcycle
5895,VID_20210429_120705_frame_3420.jpg,1920,1080,1386,163,1920,735,car
4737,20210505_173347_frame_1290.jpg,1280,720,635,310,682,436,person
1817,20210501_154632_frame_7890.jpg,1280,720,668,312,721,362,car
3035,20210503_154550_frame_1010.jpg,1280,720,636,396,682,460,motorcycle
6965,VID_20210502_174603_frame_1190.jpg,1280,720,152,317,310,525,motorcycle
4642,20210505_173347_frame_1250.jpg,1280,720,685,323,720,407,motorcycle
3498,20210505_165907_frame_11960.jpg,1280,720,711,330,750,370,car
5951,VID_20210429_120705_frame_5300.jpg,1920,1080,1413,584,1483,681,motorcycle
2853,20210503_153255_frame_23030.jpg,1280,720,865,396,921,501,other vehicles
5074,20210505_173347_frame_14570.jpg,1280,720,1046,308,1151,398,motorcycle
5526,20210505_173347_frame_1780.jpg,1280,720,926,322,986,461,motorcycle
3608,20210505_165907_frame_16820.jpg,1280,720,111,392,368,530,motorcycle
6492,VID_20210429_144011_frame_29740.jpg,1280,720,525,189,725,458,car
4876,20210505_173347_frame_1360.jpg,1280,720,1195,272,1263,497,person
4588,20210505_173347_frame_12150.jpg,1280,720,655,325,746,397,car
869,20210501_150607_frame_4840.jpg,1280,720,636,326,714,474,motorcycle
4067,20210505_165907_frame_24260.jpg,1280,720,571,309,625,411,person
4587,20210505_173347_frame_12140.jpg,1280,720,653,314,740,387,car
5231,20210505_173347_frame_1530.jpg,1280,720,270,411,528,654,motorcycle
3875,20210505_165907_frame_1870.jpg,1280,720,794,325,849,409,motorcycle
1998,20210501_160847_frame_2310.jpg,1280,720,517,339,571,387,car
7213,VID_20210510_171657_frame_9240.jpg,1280,720,737,280,1024,404,car
6362,VID_20210429_144011_frame_18890.jpg,1280,720,575,278,677,415,car
3014,20210503_153255_frame_940.jpg,1280,720,954,406,1237,653,motorcycle
5743,20210505_173347_frame_730.jpg,1280,720,676,321,745,407,motorcycle
2759,20210503_153255_frame_19840.jpg,1280,720,789,330,869,503,person
3130,20210503_154550_frame_3060.jpg,1280,720,591,357,619,392,car
6449,VID_20210429_144011_frame_210.jpg,1280,720,387,186,643,656,person
6736,VID_20210429_155708_frame_6670.jpg,1280,720,581,271,676,376,car
4705,20210505_173347_frame_12770.jpg,1280,720,408,352,478,477,motorcycle
3450,20210505_165907_frame_10880.jpg,1280,720,928,297,974,439,person
4760,20210505_173347_frame_130.jpg,1280,720,436,331,530,395,car
3229,20210503_154550_frame_50.jpg,1280,720,732,414,769,471,motorcycle
1135,20210501_150607_frame_6340.jpg,1280,720,711,313,756,348,car
3802,20210505_165907_frame_18100.jpg,1280,720,631,291,745,411,car
2880,20210503_153255_frame_3040.jpg,1280,720,67,450,279,717,other vehicles
5301,20210505_173347_frame_1570.jpg,1280,720,1185,334,1277,392,motorcycle
1617,20210501_154632_frame_1590.jpg,1280,720,591,301,650,363,car
354,20210501_150607_frame_13150.jpg,1280,720,702,304,744,340,car
4906,20210505_173347_frame_13740.jpg,1280,720,652,319,735,388,car
2582,20210501_162114_frame_15110.jpg,1280,720,1133,319,1240,571,person
6851,VID_20210429_160703_frame_1030.jpg,1280,720,695,362,786,461,car
6094,VID_20210429_144011_frame_13470.jpg,1280,720,680,305,867,476,car
6645,VID_20210429_144011_frame_49240.jpg,1280,720,688,320,734,371,car
7186,VID_20210510_171657_frame_8690.jpg,1280,720,0,320,63,446,other vehicles
202,20210501_150607_frame_11850.jpg,1280,720,1072,273,1280,602,car
1736,20210501_154632_frame_1840.jpg,1280,720,341,265,587,478,car
